Season,Team A,Team B,WinTeamA,ScoreDiff,PPG_A,APG_A,ORPG_A,DRPG_A,FGAPG_A,FGMPG_A,FGA3PG_A,FGM3PG_A,FTAPG_A,FTMPG_A,StlPG_A,BlkPG_A,TOPG_A,FlsPG_A,PPG_B,APG_B,ORPG_B,DRPG_B,FGAPG_B,FGMPG_B,FGA3PG_B,FGM3PG_B,FTAPG_B,FTMPG_B,StlPG_B,BlkPG_B,TOPG_B,FlsPG_B,TotalPoints_A,OpponentPoints_A,TotalAssists_A,OffReb_A,OppOffReb_A,DefReb_A,FGA_A,OppFGA_A,FGM_A,Stl_A,Blk_A,TO_A,OppTO_A,Fouls_A,FGA3_A,FGM3_A,FTA_A,OppFTA_A,FTM_A,GamesPlayed_A,TotalPoints_B,OpponentPoints_B,TotalAssists_B,OffReb_B,OppOffReb_B,DefReb_B,FGA_B,OppFGA_B,FGM_B,Stl_B,Blk_B,TO_B,OppTO_B,Fouls_B,FGA3_B,FGM3_B,FTA_B,OppFTA_B,FTM_B,GamesPlayed_B,Seed_A,Seed_B,offEff_A,defEff_A,effFGPctg_A,trueShtgPctg_A,TOPctg_A,AsstPctg_A,offEff_B,defEff_B,effFGPctg_B,trueShtgPctg_B,TOPctg_B,AsstPctg_B,Average Ranking_A,Early Ranking_A,Median Ranking_A,Late Ranking_A,Ranking improvement Median - Early_A,Ranking improvement Late - Median_A,Ranking improvement Late - Early_A,Average Ranking_B,Early Ranking_B,Median Ranking_B,Late Ranking_B,Ranking improvement Median - Early_B,Ranking improvement Late - Median_B,Ranking improvement Late - Early_B,Last32WinPctg_A,Last32WinPctg_B,Last14WinPctg_A,Last14WinPctg_B,Power6_A,Power6_B,trueShtgPctg_AmenoB,TotalPoints_AmenoB,Fouls_AmenoB,Seed_AmenoB,Last14WinPctg_AmenoB,BlkPG_AmenoB,OppFGA_AmenoB,Early Ranking_AmenoB,defEff_AmenoB,OffReb_AmenoB,GamesPlayed_AmenoB,Late Ranking_AmenoB,Ranking improvement Late - Early_AmenoB,OppFTA_AmenoB,FGMPG_AmenoB,Median Ranking_AmenoB,OppOffReb_AmenoB,FGAPG_AmenoB,OppTO_AmenoB,OpponentPoints_AmenoB,Ranking improvement Late - Median_AmenoB,FTM_AmenoB,Power6_AmenoB,ORPG_AmenoB,Average Ranking_AmenoB,TotalAssists_AmenoB,TOPG_AmenoB,DefReb_AmenoB,TOPctg_AmenoB,APG_AmenoB,effFGPctg_AmenoB,FTMPG_AmenoB,Last32WinPctg_AmenoB,Blk_AmenoB,StlPG_AmenoB,FTAPG_AmenoB,FGA_AmenoB,PPG_AmenoB,FGM3PG_AmenoB,FGM3_AmenoB,FTA_AmenoB,FGA3PG_AmenoB,Ranking improvement Median - Early_AmenoB,TO_AmenoB,offEff_AmenoB,Stl_AmenoB,FGM_AmenoB,DRPG_AmenoB,FGA3_AmenoB,FlsPG_AmenoB,AsstPctg_AmenoB
2003,1411,1421,0,-8,72.8,14.2,13.166666666666666,24.8,55.266666666666666,24.733333333333334,18.5,5.933333333333334,28.066666666666666,17.4,6.433333333333334,2.2333333333333334,15.233333333333333,18.3,71.20689655172414,13.03448275862069,12.275862068965518,23.17241379310345,56.793103448275865,24.379310344827587,18.0,6.482758620689655,20.93103448275862,15.96551724137931,7.068965517241379,3.0,16.20689655172414,19.103448275862068,2184,2125,426,395,358,744,1658,1812,742,193,67,457,249.0,549,555,178,842,347.0,522,30,2065,2275,378,356,398,672,1647,1768,707,205,87,470,183.0,554,522,188,607,274.0,463,29,16,16,104.47361371551031,114.51327815140542,0.5012062726176115,0.5383341221012778,20.152755238834402,57.41239892183289,101.82044100824426,135.93776141877197,0.48633879781420764,0.5394236395552955,21.00502332898336,53.46534653465347,236.2175,252.97560975609755,224.11659192825113,250.1578947368421,28.85901782784643,-26.041302808590984,2.817715019255445,241.37,223.08536585365854,245.17937219730942,248.21052631578948,-22.094006343650875,-3.0311541184800603,-25.125160462130935,0.45454545454545453,0.4444444444444444,0.625,0.6,0,0,-0.001089517454017641,119,-5,0,0.025000000000000022,-0.7666666666666666,44,29.89024390243901,-21.424483267366554,39,1,1.94736842105263,27.94287548138638,73.0,0.3540229885057471,-21.062780269058294,-40,-1.526436781609199,66.0,-150,-23.010148690110924,59,0,0.8908045977011483,-5.152500000000003,48,-0.9735632183908063,72,-0.8522680901489572,1.165517241379309,0.01486747480340389,1.434482758620689,0.01010101010101011,-20,-0.6356321839080454,7.135632183908047,11,1.5931034482758548,-0.5494252873563212,-10,235,0.5,50.953024171497304,-13,2.6531727072660516,-12,35,1.6275862068965523,33,-0.8034482758620669,3.9470523871794185
2003,1112,1436,1,29,85.21428571428571,17.642857142857142,15.178571428571429,27.642857142857142,65.71428571428571,30.321428571428573,20.071428571428573,7.035714285714286,25.0,17.535714285714285,8.464285714285714,4.214285714285714,14.785714285714286,17.75,67.79310344827586,14.206896551724139,12.96551724137931,25.724137931034484,55.86206896551724,24.82758620689655,15.482758620689655,5.275862068965517,19.551724137931036,12.862068965517242,6.862068965517241,2.9655172413793105,14.068965517241379,15.89655172413793,2386,1967,494,425,367,774,1840,1811,849,237,118,414,420.0,497,562,197,700,424.0,491,28,1966,1831,412,376,278,746,1620,1597,720,199,86,408,246.0,461,449,153,567,268.0,373,29,1,16,111.65184838558729,95.92501560549313,0.5149456521739131,0.5554003724394786,16.963319893794868,58.18610129564193,103.3931463912321,108.79899222779454,0.49166666666666664,0.5258146650405461,19.01282433641515,57.22222222222222,3.6767441860465118,8.377777777777778,2.711297071129707,1.7722772277227723,5.666480706648072,0.9390198434069348,6.605500550055006,171.7975,184.2439024390244,170.11659192825113,165.0,14.12731051077327,5.116591928251125,19.243902439024396,0.875,0.7,0.6666666666666666,0.6666666666666666,0,0,0.029585707398932515,420,36,-15,0.0,1.248768472906404,214,-175.86612466124663,-12.873976622301413,49,-1,-163.22772277227722,-12.63840188896939,156.0,5.493842364532021,-167.40529485712142,89,9.85221674876847,174.0,136,-4.177572084844191,118,0,2.213054187192119,-168.1207558139535,82,0.7167487684729075,28,-2.0495044426202824,3.4359605911330036,0.02327898550724644,4.673645320197043,0.17500000000000004,32,1.6022167487684724,5.448275862068964,220,17.42118226600985,1.7598522167487687,44,133,4.588669950738918,-8.460829804125199,6,8.258701994355192,38,129,1.9187192118226584,113,1.8534482758620694,0.9638790734197116
2003,1113,1272,1,13,75.96551724137932,15.551724137931034,13.689655172413794,23.310344827586206,56.89655172413793,27.20689655172414,12.586206896551724,4.0,26.20689655172414,17.551724137931036,5.206896551724138,4.241379310344827,14.0,19.413793103448278,74.51724137931035,16.620689655172413,14.068965517241379,25.96551724137931,60.0,26.275862068965516,20.06896551724138,7.0,22.896551724137932,14.96551724137931,7.379310344827586,5.068965517241379,13.793103448275861,18.75862068965517,2203,2006,451,397,319,676,1650,1614,789,151,123,406,296.0,563,365,116,760,345.0,509,29,2161,1909,482,408,358,753,1740,1678,762,214,147,400,357.0,544,582,203,664,435.0,434,29,10,7,110.51469850506672,115.10213449621301,0.5133333333333333,0.5550796210441443,18.389346861128725,57.16096324461344,106.76033515137142,102.1729822307857,0.49626436781609196,0.5317002598220613,17.15707300334563,63.25459317585301,40.8925,68.65853658536585,33.30493273542601,34.73684210526316,35.353603849939844,-1.4319093698371503,33.921694480102694,42.0,53.573170731707314,46.035874439461885,23.51,7.537296292245429,22.525874439461884,30.063170731707313,0.5,0.6428571428571429,0.6666666666666666,0.6666666666666666,0,0,0.02337936122208306,42,19,3,0.0,-0.8275862068965516,-64,15.085365853658537,12.929152265427305,-11,0,11.226842105263156,3.858523748395381,-90.0,0.9310344827586228,-12.730941704035878,-39,-3.103448275862071,-61.0,97,-23.957783809299034,75,0,-0.3793103448275854,-1.1075000000000017,-31,0.2068965517241388,-77,1.2322738577830954,-1.068965517241379,0.017068965517241352,2.586206896551726,-0.1428571428571429,-24,-2.1724137931034484,3.3103448275862064,-90,1.448275862068968,-3.0,-87,96,-7.482758620689657,27.816307557694415,6,3.7543633536952967,-63,27,-2.655172413793103,-217,0.6551724137931068,-6.093629931239569
2003,1141,1166,1,6,79.34482758620689,15.620689655172415,10.586206896551724,23.275862068965516,52.689655172413794,26.620689655172413,17.93103448275862,6.827586206896552,25.17241379310345,19.275862068965516,7.103448275862069,4.0,18.24137931034483,20.96551724137931,79.24242424242425,16.818181818181817,10.878787878787879,23.181818181818183,57.45454545454545,28.696969696969695,20.484848484848484,7.96969696969697,20.03030303030303,13.878787878787879,8.393939393939394,4.454545454545454,13.363636363636363,17.272727272727273,2301,2124,453,307,355,675,1528,1680,772,206,116,529,382.0,608,520,198,730,463.0,559,29,2615,2123,555,359,365,765,1896,1826,947,277,147,441,513.0,570,676,263,661,466.0,458,33,11,6,111.09501738122829,111.16228437447664,0.5700261780104712,0.622160934458144,23.3996248982625,58.67875647668394,115.257135805081,97.42822527351494,0.5688291139240507,0.5978946790803168,17.348271467010747,58.60612460401268,75.095,97.64634146341463,75.65919282511211,54.305263157894736,21.987148638302514,21.35392966721738,43.34107830551989,16.869767441860464,5.088888888888889,18.255230125523013,24.08910891089109,-13.166341236634125,-5.833878785368075,-19.0002200220022,0.9,0.6666666666666666,0.8571428571428571,0.8,0,0,0.02426625537782723,-314,38,5,0.05714285714285705,-0.45454545454545414,-146,92.55745257452574,13.734059100961701,-52,-4,30.216154247003647,62.3412983275221,-3.0,-2.0762800417972826,57.4039626995891,-10,-4.76489028213166,-131.0,1,27.187808452585454,101,0,-0.2925809822361547,58.22523255813954,-102,4.877742946708466,-90,6.051353431251751,-1.197492163009402,0.0011970640864205073,5.397074190177637,0.2333333333333334,-31,-1.290491118077325,5.142110762800417,-368,0.10240334378264038,-1.1421107628004181,-65,69,-2.553814002089865,35.15348987493664,88,-4.162118423852718,-71,-175,0.09404388714733258,-156,3.6927899686520362,0.07263187267125915
2003,1143,1301,1,2,74.48275862068965,16.0,11.241379310344827,24.379310344827587,58.724137931034484,27.344827586206897,17.03448275862069,6.413793103448276,19.517241379310345,13.379310344827585,6.551724137931035,2.793103448275862,14.172413793103448,17.103448275862068,72.4,14.666666666666666,9.733333333333333,22.033333333333335,53.333333333333336,24.333333333333332,22.5,7.966666666666667,20.466666666666665,15.766666666666667,7.766666666666667,3.066666666666667,14.2,18.666666666666668,2160,2023,464,326,324,707,1703,1705,793,190,81,411,322.0,496,494,186,566,313.0,388,29,2172,2040,440,292,316,661,1600,1594,730,233,92,426,283.0,560,675,239,614,329.0,473,30,8,9,106.03620940187723,109.90264679038637,0.5202583675866118,0.5532673510788714,18.252713481249888,58.51197982345523,108.37458087178669,119.5947847293875,0.5309375,0.5806989776275826,19.62446332160165,60.273972602739725,40.74818401937046,78.01219512195122,31.42241379310345,31.737373737373737,46.58978132884778,-0.3149599442702886,46.274821384577486,55.45161290322581,40.07058823529412,61.96860986547085,53.915789473684214,-21.898021630176736,8.05282039178664,-13.845201238390096,0.5555555555555556,0.6666666666666666,0.4,0.5,0,1,-0.02743162654871123,-12,-64,-1,-0.09999999999999998,-0.2735632183908048,111,37.941606886657105,-9.692137939001128,34,-1,-22.178415736310477,60.12002262296758,-16.0,3.0114942528735646,-30.546196072367405,8,5.390804597701148,39.0,-17,-8.367780336056928,-85,-1,1.508045977011495,-14.703428883855345,24,-0.02758620689655089,46,-1.371749840351761,1.333333333333334,-0.010679132413388137,-2.387356321839082,-0.11111111111111105,-11,-1.214942528735632,-0.9494252873563198,103,2.0827586206896456,-1.552873563218391,-53,-48,-5.46551724137931,68.48780295902452,-15,-2.338371469909461,-43,63,2.345977011494252,-181,-1.5632183908046002,-1.7619927792844976
2003,1140,1163,0,-5,72.45161290322581,13.419354838709678,10.870967741935484,24.419354838709676,51.25806451612903,24.032258064516128,16.129032258064516,6.193548387096774,24.161290322580644,18.193548387096776,6.935483870967742,2.5161290322580645,13.741935483870968,21.419354838709676,80.03333333333333,15.633333333333333,14.766666666666667,27.9,62.2,29.533333333333335,15.7,6.066666666666666,22.1,14.9,5.933333333333334,7.733333333333333,15.8,18.4,2246,1974,416,337,323,757,1589,1589,745,215,78,426,337.0,664,500,192,749,506.0,564,31,2401,2142,469,443,460,837,1866,1961,886,178,232,474,295.0,552,471,182,663,396.0,447,30,12,5,111.87710454482058,108.1264652395872,0.5292636878539962,0.5853348344591778,19.03791494610393,55.83892617449664,109.69881940129389,108.71771966866982,0.5235798499464094,0.5563743210425819,18.85261550210004,52.934537246049665,27.54,21.378048780487806,29.91031390134529,27.294736842105262,-8.532265120857485,2.615577059240028,-5.916688061617457,31.087264150943398,17.944444444444443,35.47679324894515,32.55670103092783,-17.532348804500707,2.9200922180173166,-14.61225658648339,0.6666666666666666,0.6666666666666666,0.625,0.42857142857142855,0,1,0.02896051341659589,-155,112,7,0.19642857142857145,-5.2172043010752684,-372,3.433604336043363,-0.5912544290826105,-106,1,-5.261964188822571,8.695568524865934,110.0,-5.501075268817207,-5.566479347599859,-137,-10.94193548387097,42.0,-168,-0.3045151587772885,117,-1,-3.8956989247311835,-3.5472641509433984,-53,-2.0580645161290327,-80,0.18529944400388842,-2.213978494623655,0.005683837907586864,3.2935483870967754,0.0,-154,1.0021505376344084,2.0612903225806427,-277,-7.581720430107524,0.1268817204301076,10,86,0.4290322580645167,9.000083683643222,-48,2.1782851435266934,37,-141,-3.4806451612903224,29,3.0193548387096776,2.904388928446977
2003,1161,1181,0,-10,74.0,15.5,10.8,23.466666666666665,52.1,26.4,11.566666666666666,4.2,24.266666666666666,17.0,5.333333333333333,4.233333333333333,16.133333333333333,20.566666666666666,81.96666666666667,13.833333333333334,13.766666666666667,23.1,60.333333333333336,27.366666666666667,20.6,7.333333333333333,28.066666666666666,19.9,8.5,5.133333333333334,14.033333333333333,21.266666666666666,2220,2180,465,324,360,704,1563,1724,792,160,127,484,226.0,617,347,126,728,344.0,510,30,2459,2112,415,413,366,693,1810,1715,821,255,154,421,442.0,638,618,220,842,485.0,597,30,14,3,108.64671221345654,125.18950705195937,0.5470249520153551,0.5893847036085211,22.016412234574865,58.71212121212122,112.36109080274895,105.36818998203952,0.5143646408839779,0.5638666715585559,17.223040418916707,50.548112058465286,99.33,90.51219512195122,99.28699551569507,107.0421052631579,-8.774800393743845,-7.755109747462825,-16.52991014120667,9.990697674418605,13.38888888888889,7.853556485355648,12.01980198019802,5.535332403533241,-4.1662454948423715,1.3690869086908695,0.7142857142857143,0.7272727272727273,0.7142857142857143,0.8,0,1,0.025518032049965278,-239,-21,11,-0.08571428571428574,-0.9000000000000004,9,77.12330623306234,19.821317069919843,-89,0,95.02230328295987,-17.898997049897538,-141.0,-0.9666666666666686,91.43343903033941,-6,-8.233333333333334,-216.0,68,-3.5888642526204535,-87,-1,-2.966666666666667,89.3393023255814,50,2.0999999999999996,11,4.793371815658158,1.666666666666666,0.03266031113137713,-2.8999999999999986,-0.012987012987012991,-27,-3.166666666666667,-3.8000000000000007,-247,-7.966666666666669,-3.133333333333333,-94,-114,-9.033333333333335,-14.310132797277086,63,-3.7143785892924086,-95,-29,0.3666666666666636,-271,-0.6999999999999993,8.164009153655932
2003,1153,1211,0,-5,67.32142857142857,12.285714285714286,12.142857142857142,23.392857142857142,56.67857142857143,22.892857142857142,19.5,6.678571428571429,21.535714285714285,14.857142857142858,5.178571428571429,4.25,10.607142857142858,18.964285714285715,77.06451612903226,15.741935483870968,11.935483870967742,25.322580645161292,55.45161290322581,26.06451612903226,19.06451612903226,7.161290322580645,24.64516129032258,17.774193548387096,6.806451612903226,3.5161290322580645,14.548387096774194,18.64516129032258,1885,1722,344,340,311,655,1587,1487,641,145,119,297,267.0,531,546,187,603,304.0,416,28,2389,2114,488,370,313,785,1719,1744,808,211,109,451,361.0,578,591,222,764,411.0,551,31,8,9,104.18278690336702,109.21129404601841,0.462822936357908,0.5088213699576747,14.719292680992785,53.66614664586583,111.83619204553968,107.15516717017093,0.5346131471785922,0.5812199536775726,19.184631876265502,60.396039603960396,33.065,49.63414634146341,25.717488789237667,36.01052631578948,23.916657552225747,-10.29303752655181,13.623620025673937,43.2225,50.28048780487805,41.403587443946186,41.4,8.876900360931863,0.0035874439461878183,8.880487804878051,0.3,0.6,0.25,0.5,0,0,-0.07239858371989794,-504,-47,-1,-0.25,0.7338709677419355,-257,-0.646341463414636,2.0561268758474824,-30,-3,-5.389473684210522,4.743132220795886,-107.0,-3.1716589861751174,-15.68609865470852,-2,1.2269585253456228,-94.0,-392,-10.296624970497998,-135,0,0.20737327188940036,-10.157499999999999,-144,-3.9412442396313363,-130,-4.465339195272717,-3.4562211981566815,-0.07179021082068421,-2.9170506912442384,-0.3,10,-1.6278801843317972,-3.1094470046082954,-132,-9.743087557603687,-0.4827188940092162,-35,-161,0.4354838709677402,15.039757191293884,-154,-7.653405142172659,-66,-167,-1.9297235023041495,-45,0.31912442396313523,-6.729892958094567
2003,1228,1443,1,5,75.43333333333334,18.266666666666666,9.733333333333333,25.4,55.8,27.1,20.166666666666668,7.433333333333334,19.1,13.8,7.0,3.1,13.166666666666666,19.133333333333333,73.09677419354838,14.193548387096774,12.161290322580646,23.258064516129032,55.903225806451616,25.70967741935484,21.032258064516128,7.709677419354839,21.096774193548388,13.96774193548387,7.064516129032258,3.5483870967741935,15.161290322580646,18.451612903225808,2263,1842,548,292,334,762,1674,1622,813,210,93,395,375.0,574,605,223,573,460.0,414,30,2266,2059,440,377,352,721,1733,1735,797,219,110,470,382.0,572,652,239,654,427.0,433,31,4,13,111.52617883614573,98.74557735606304,0.5522700119474313,0.5874504184578324,17.390155851016996,67.40467404674047,107.2023313905079,105.43402564417681,0.5288517022504328,0.5606801401452919,19.658033862008967,55.20702634880803,15.341860465116278,12.855555555555556,17.518828451882847,12.405940594059405,-4.663272896327291,5.112887857823441,0.44961496149615066,77.2275,91.6219512195122,79.41255605381166,59.67368421052632,12.209395165700542,19.738871843285338,31.94826700898588,0.5333333333333333,0.5294117647058824,0.8333333333333334,0.5714285714285714,1,0,0.02677027831254053,-3,2,-9,0.261904761904762,-0.4483870967741934,-113,-78.76639566395664,-6.688448288113776,-85,-1,-47.267743616466916,-31.498652047489728,33.0,1.3903225806451616,-61.89372760192881,-18,-0.1032258064516185,-7.0,-217,-14.625983985461897,-19,1,-2.4279569892473134,-61.88563953488373,108,-1.9946236559139798,41,-2.2678780109919714,4.073118279569892,0.02341830969699854,-0.1677419354838694,0.0039215686274509665,-17,-0.06451612903225801,-1.9967741935483865,-59,2.3365591397849528,-0.2763440860215054,-16,-81,-0.8655913978494603,-16.872668062027834,-75,4.323847445637838,-9,16,2.1419354838709666,-47,0.681720430107525,12.197647697932439
2003,1242,1429,1,3,81.33333333333333,16.733333333333334,14.3,26.9,62.3,30.233333333333334,14.133333333333333,4.8,24.133333333333333,16.066666666666666,10.133333333333333,4.9,14.9,16.7,65.96666666666667,13.9,12.633333333333333,22.366666666666667,51.93333333333333,23.7,12.133333333333333,4.033333333333333,20.233333333333334,14.533333333333333,5.066666666666666,2.0,12.233333333333333,16.1,2440,1991,502,429,346,807,1869,1816,907,304,147,447,412.0,501,424,144,724,322.0,482,30,1979,1803,417,379,274,671,1558,1524,711,152,60,367,272.0,483,364,121,607,304.0,436,30,2,15,110.62949999093202,98.38512017710309,0.5238095238095238,0.557698988827735,18.187884508967805,55.34729878721058,109.15127848743576,108.89259312943904,0.49518613607188705,0.5421680145527867,17.826264353300044,58.64978902953587,16.293023255813953,35.577777777777776,13.359832635983263,6.0495049504950495,22.217945141794512,7.310327685488214,29.528272827282727,87.1425,92.36585365853658,81.03139013452915,96.97894736842105,11.334463524007433,-15.9475572338919,-4.613093709884467,0.875,0.6363636363636364,0.6666666666666666,0.7142857142857143,1,0,0.015530974274948317,461,18,-13,-0.04761904761904767,2.9000000000000004,292,-56.788075880758804,-10.507472952335945,50,0,-90.929442417926,34.141366537167194,18.0,6.533333333333335,-67.67155749854588,72,10.366666666666667,140.0,188,23.257884919380114,46,1,1.6666666666666679,-70.84947674418605,85,2.666666666666668,136,0.3616201556677616,2.833333333333334,0.028623387737636785,1.5333333333333332,0.23863636363636365,87,5.066666666666666,3.8999999999999986,311,15.36666666666666,0.7666666666666666,23,117,2.0,10.88348161778708,80,1.4782215034962576,152,196,4.533333333333331,60,0.5999999999999979,-3.302490242325284
